"idade";"escolaridade";"anos_estudo";"estado_civil";"raca";"sexo";"salario";"classe_trabalho";"qtde_filhos";"UF";"região"
17;"Ensino Fundamental Completo";6;"Solteiro";"Branco";"Masculino";1100;"Menor Aprendiz";0;"MG";"Sudeste"
32;"Ensino Médio Completo";13;"Separado";"Branco";"Feminino";2528;"Funcionário Setor Privado";5;"ES";"Sudeste"
43;"Mestrado";14;"Casado";"Branco";"Masculino";12841;"Empresário";2;"RJ";"Sudeste"
19;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Não Informado";1;"SP";"Sudeste"
26;"Ensino Médio Incompleto";9;"Solteiro";"Amarelo";"Feminino";1100;"Funcionário Setor Privado";2;"PR";"Sul"
41;"Mestrado";14;"Casado";"Branco";"Masculino";6932;"Funcionário Público";2;"SC";"Sul"
49;"Ensino Médio Completo";12;"Casado";"Branco";"Masculino";3908;"Funcionário Setor Privado";3;"RS";"Sul"
52;"Ensino Médio Completo";10;"Separado";"Branco";"Masculino";5952;"Servidor Público";2;"MS";"Centro-Oeste"
35;"Ensino Médio Incompleto";9;"Separado";"Branco";"Feminino";1100;"Funcionário Setor Privado";3;"MT";"Centro-Oeste"
57;"Ensino Médio Incompleto";7;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"GO";"Centro-Oeste"
35;"Ensino Médio Completo";11;"União Estável";"Branco";"Feminino";2078;"Funcionário Setor Privado";3;"DF";"Centro-Oeste"
33;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";3759;"Funcionário Setor Privado";1;"RO";"Norte"
56;"Ensino Fundamental Incompleto";4;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"AC";"Norte"
42;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";3298;"Funcionário Setor Privado";5;"AM";"Norte"
17;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3352;"Menor Aprendiz";1;"RR";"Norte"
49;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";0;"PA";"Norte"
39;"Mestrado";15;"Casado";"Branco";"Masculino";7317;"Funcionário Setor Privado";0;"AP";"Norte"
34;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";3657;"Autônomo";5;"TO";"Norte"
37;"Ensino Médio Completo";10;"Solteiro";"Negro";"Masculino";2838;"Autônomo";2;"MA";"Nordeste"
22;"Ensino Médio Incompleto";8;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"PI";"Nordeste"
27;"Ensino Médio Completo";11;"Casado";"Branco";"Masculino";3053;"Funcionário Setor Privado";2;"CE";"Nordeste"
21;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3581;"Funcionário Setor Privado";0;"RN";"Nordeste"
59;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2050;"Não Informado";4;"PB";"Nordeste"
44;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3803;"Funcionário Setor Privado";5;"PE";"Nordeste"
53;"Ensino Fundamental Completo";6;"União Estável";"Branco";"Masculino";1100;"Autônomo";1;"AL";"Nordeste"
26;"Ensino Médio Incompleto";7;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"SE";"Nordeste"
48;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2815;"Funcionário Setor Privado";3;"BA";"Nordeste"
39;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3944;"Funcionário Setor Privado";5;"MG";"Sudeste"
34;"Ensino Médio Incompleto";9;"Solteiro";"Indígena";"Feminino";1100;"Funcionário Setor Privado";2;"ES";"Sudeste"
54;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3363;"Servidor Público";2;"RJ";"Sudeste"
36;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"SP";"Sudeste"
60;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"PR";"Sul"
50;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"SC";"Sul"
48;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2497;"Empresário";3;"RS";"Sul"
35;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";2459;"Funcionário Setor Privado";2;"MS";"Centro-Oeste"
40;"Ensino Médio Completo";12;"Divorciado";"Branco";"Feminino";2176;"Autônomo";5;"MT";"Centro-Oeste"
30;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3485;"Funcionário Setor Privado";1;"GO";"Centro-Oeste"
65;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3559;"Autônomo";3;"DF";"Centro-Oeste"
31;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"RO";"Norte"
46;"Ensino Médio Completo";12;"Casado";"Branco";"Masculino";1603;"Empresário";2;"AC";"Norte"
67;"Ensino Fundamental Completo";5;"Divorciado";"Branco";"Feminino";2646;"Aposentado";4;"AM";"Norte"
62;"Ensino Médio Completo";11;"Casado";"Branco";"Masculino";5165;"MEI";3;"RR";"Norte"
38;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";2634;"Funcionário Setor Privado";1;"PA";"Norte"
24;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";2939;"Funcionário Setor Privado";4;"AP";"Norte"
24;"Ensino Médio Completo";10;"Solteiro";"Pardo";"Feminino";2038;"Funcionário Setor Privado";4;"TO";"Norte"
27;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";3066;"Funcionário Setor Privado";0;"MA";"Nordeste"
43;"Ensino Médio Completo";12;"União Estável";"Branco";"Feminino";4893;"Servidor Público";3;"PI";"Nordeste"
48;"Ensino Médio Incompleto";9;"Divorciado";"Pardo";"Feminino";1100;"Funcionário Setor Privado";5;"CE";"Nordeste"
41;"Ensino Médio Incompleto";9;"Separado";"Negro";"Masculino";1100;"Funcionário Setor Privado";3;"RN";"Nordeste"
30;"Ensino Médio Completo";10;"Casado";"Negro";"Feminino";3381;"Funcionário Setor Privado";0;"PB";"Nordeste"
38;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2071;"Funcionário Setor Privado";1;"PE";"Nordeste"
45;"Mestrado";15;"Solteiro";"Branco";"Masculino";8999;"Funcionário Setor Privado";4;"AL";"Nordeste"
45;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";2222;"Funcionário Setor Privado";5;"SE";"Nordeste"
55;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";3106;"Funcionário Setor Privado";3;"BA";"Nordeste"
46;"Ensino Fundamental Incompleto";4;"Casado";"Branco";"Masculino";1100;"Autônomo";2;"MG";"Sudeste"
24;"Ensino Médio Completo";13;"Solteiro";"Pardo";"Masculino";3589;"Funcionário Setor Privado";1;"ES";"Sudeste"
31;"Ensino Médio Completo";10;"Solteiro";"Indígena";"Feminino";14252;"Empresário";1;"RJ";"Sudeste"
35;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"SP";"Sudeste"
37;"Ensino Médio Completo";10;"Separado";"Branco";"Feminino";4333;"Empresário";2;"PR";"Sul"
29;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3104;"Funcionário Setor Privado";1;"SC";"Sul"
56;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2658;"Funcionário Setor Privado";1;"RS";"Sul"
60;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Não Informado";5;"MS";"Centro-Oeste"
25;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";2324;"Funcionário Setor Privado";5;"MT";"Centro-Oeste"
33;"Ensino Fundamental Completo";6;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"GO";"Centro-Oeste"
44;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";5;"DF";"Centro-Oeste"
21;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"RO";"Norte"
21;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"AC";"Norte"
46;"Mestrado";14;"Casado";"Branco";"Masculino";6776;"Funcionário Público";4;"AM";"Norte"
44;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";6683;"MEI";2;"RR";"Norte"
63;"Ensino Médio Completo";13;"Divorciado";"Branco";"Feminino";3162;"Funcionário Setor Privado";5;"PA";"Norte"
44;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";4;"AP";"Norte"
31;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3298;"Funcionário Setor Privado";1;"TO";"Norte"
26;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2618;"Funcionário Setor Privado";5;"MA";"Nordeste"
37;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";4343;"MEI";2;"PI";"Nordeste"
60;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";3981;"Não Informado";3;"CE";"Nordeste"
33;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2159;"Funcionário Setor Privado";5;"RN";"Nordeste"
38;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3360;"Funcionário Setor Privado";4;"PB";"Nordeste"
26;"Ensino Médio Completo";11;"Solteiro";"Branco";"Feminino";2472;"Funcionário Setor Privado";4;"PE";"Nordeste"
46;"Ensino Médio Completo";11;"Divorciado";"Pardo";"Feminino";6196;"MEI";4;"AL";"Nordeste"
24;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";0;"SE";"Nordeste"
47;"Mestrado";14;"Casado";"Branco";"Masculino";10199;"Empresário";2;"BA";"Nordeste"
27;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3206;"Funcionário Setor Privado";0;"MG";"Sudeste"
46;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2186;"Funcionário Setor Privado";1;"ES";"Sudeste"
47;"Ensino Médio Completo";12;"Casado";"Negro";"Masculino";5033;"Funcionário Público";0;"RJ";"Sudeste"
47;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"SP";"Sudeste"
69;"Ensino Médio Incompleto";9;"Viúvo";"Branco";"Masculino";5179;"Aposentado";1;"PR";"Sul"
32;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"SC";"Sul"
51;"Ensino Médio Incompleto";9;"Casado";"Negro";"Masculino";1100;"Funcionário Setor Privado";1;"RS";"Sul"
36;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"MS";"Centro-Oeste"
50;"Mestrado";14;"Casado";"Branco";"Feminino";13631;"Empresário";2;"MT";"Centro-Oeste"
29;"Doutorado";16;"Casado";"Pardo";"Masculino";10482;"Funcionário Setor Privado";3;"GO";"Centro-Oeste"
32;"Mestrado";15;"Casado";"Branco";"Masculino";6610;"Funcionário Setor Privado";0;"DF";"Centro-Oeste"
27;"Ensino Fundamental Completo";6;"Divorciado";"Indígena";"Masculino";1100;"Funcionário Setor Privado";1;"RO";"Norte"
60;"Ensino Fundamental Incompleto";4;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";0;"AC";"Norte"
31;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"AM";"Norte"
46;"Ensino Médio Completo";12;"Casado";"Branco";"Masculino";2524;"Funcionário Setor Privado";0;"RR";"Norte"
40;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";5365;"Empresário";1;"PA";"Norte"
39;"Ensino Médio Completo";10;"Casado";"Negro";"Masculino";3718;"Funcionário Setor Privado";2;"AP";"Norte"
69;"Ensino Fundamental Incompleto";4;"Casado";"Branco";"Masculino";6449;"Aposentado";1;"TO";"Norte"
54;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";4491;"MEI";0;"MA";"Nordeste"
56;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";1;"PI";"Nordeste"
47;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";5283;"Funcionário Público";5;"CE";"Nordeste"
25;"Ensino Médio Completo";12;"Solteiro";"Branco";"Feminino";2301;"Funcionário Setor Privado";5;"RN";"Nordeste"
34;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";0;"PB";"Nordeste"
24;"Ensino Fundamental Incompleto";4;"Solteiro";"Branco";"Masculino";1100;"Autônomo";5;"PE";"Nordeste"
63;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3266;"Funcionário Setor Privado";5;"AL";"Nordeste"
29;"Mestrado";14;"Casado";"Branco";"Masculino";7896;"Empresário";3;"SE";"Nordeste"
64;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2672;"Funcionário Setor Privado";2;"BA";"Nordeste"
44;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";3580;"Funcionário Setor Privado";5;"MG";"Sudeste"
26;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"ES";"Sudeste"
36;"Ensino Fundamental Completo";6;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";1;"RJ";"Sudeste"
55;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";4465;"Servidor Público";4;"SP";"Sudeste"
37;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";0;"PR";"Sul"
37;"Ensino Fundamental Completo";6;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"SC";"Sul"
63;"Ensino Médio Completo";13;"Casado";"Branco";"Feminino";2357;"Funcionário Setor Privado";3;"RS";"Sul"
33;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"MS";"Centro-Oeste"
19;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";2315;"Funcionário Setor Privado";0;"MT";"Centro-Oeste"
57;"Mestrado";14;"Casado";"Negro";"Feminino";8857;"Empresário";4;"GO";"Centro-Oeste"
31;"Ensino Médio Completo";12;"Casado";"Branco";"Masculino";3056;"Funcionário Setor Privado";1;"DF";"Centro-Oeste"
20;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3035;"Não Informado";2;"RO";"Norte"
58;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";3420;"Empresário";2;"AC";"Norte"
20;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";2635;"Não Informado";1;"AM";"Norte"
25;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2485;"Funcionário Setor Privado";3;"RR";"Norte"
40;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";4;"PA";"Norte"
18;"Ensino Médio Incompleto";7;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"AP";"Norte"
26;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"TO";"Norte"
29;"Doutorado";16;"Casado";"Branco";"Masculino";11155;"Funcionário Setor Privado";2;"MA";"Nordeste"
45;"Ensino Médio Completo";13;"Casado";"Negro";"Masculino";5691;"Empresário";5;"PI";"Nordeste"
35;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3448;"Servidor Público";2;"CE";"Nordeste"
32;"Ensino Médio Completo";10;"Divorciado";"Branco";"Masculino";2514;"Funcionário Setor Privado";4;"RN";"Nordeste"
61;"Ensino Médio Incompleto";9;"Viúvo";"Branco";"Feminino";1100;"Autônomo";5;"PB";"Nordeste"
26;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";3101;"Servidor Público";5;"PE";"Nordeste"
56;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"AL";"Nordeste"
22;"Ensino Médio Completo";10;"União Estável";"Pardo";"Feminino";2846;"Funcionário Setor Privado";0;"SE";"Nordeste"
49;"Ensino Médio Completo";13;"Casado";"Negro";"Masculino";2267;"Funcionário Setor Privado";2;"BA";"Nordeste"
40;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";3;"MG";"Sudeste"
37;"Ensino Médio Incompleto";9;"Separado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"ES";"Sudeste"
23;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";3225;"Não Informado";0;"RJ";"Sudeste"
28;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3543;"Funcionário Setor Privado";0;"SP";"Sudeste"
27;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"PR";"Sul"
34;"Ensino Médio Completo";11;"Divorciado";"Branco";"Feminino";1456;"MEI";5;"SC";"Sul"
49;"Ensino Fundamental Completo";5;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"RS";"Sul"
41;"Ensino Médio Completo";10;"Solteiro";"Pardo";"Masculino";2479;"Funcionário Setor Privado";1;"MS";"Centro-Oeste"
28;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";2181;"Funcionário Setor Privado";2;"MT";"Centro-Oeste"
38;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3139;"Funcionário Setor Privado";5;"GO";"Centro-Oeste"
47;"Ensino Médio Completo";12;"Casado";"Branco";"Masculino";4701;"Servidor Público";2;"DF";"Centro-Oeste"
28;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";7325;"Empresário";5;"RO";"Norte"
44;"Mestrado";14;"Casado";"Branco";"Masculino";10182;"Servidor Público";0;"AC";"Norte"
41;"Ensino Médio Completo";13;"Divorciado";"Branco";"Masculino";5346;"Funcionário Público";5;"AM";"Norte"
50;"Mestrado";15;"Casado";"Branco";"Masculino";10648;"Funcionário Setor Privado";3;"RR";"Norte"
73;"Ensino Médio Incompleto";9;"Viúvo";"Branco";"Masculino";4295;"Aposentado";3;"PA";"Norte"
21;"Ensino Médio Completo";10;"Solteiro";"Negro";"Masculino";3872;"Funcionário Setor Privado";3;"AP";"Norte"
38;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";2;"TO";"Norte"
64;"Mestrado";14;"Casado";"Branco";"Masculino";2;"Não Informado";4;"MA";"Nordeste"
47;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";3878;"Funcionário Setor Privado";2;"PI";"Nordeste"
52;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3170;"Funcionário Setor Privado";3;"CE";"Nordeste"
24;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";3466;"Funcionário Setor Privado";1;"RN";"Nordeste"
44;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3305;"Funcionário Setor Privado";4;"PB";"Nordeste"
27;"Ensino Fundamental Incompleto";4;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"PE";"Nordeste"
61;"Ensino Médio Completo";10;"Casado";"Negro";"Masculino";3236;"Autônomo";5;"AL";"Nordeste"
58;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3735;"Funcionário Setor Privado";0;"SE";"Nordeste"
51;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";2844;"Funcionário Setor Privado";3;"BA";"Nordeste"
49;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";3190;"Funcionário Setor Privado";0;"MG";"Sudeste"
23;"Ensino Médio Completo";10;"Solteiro";"Negro";"Masculino";2434;"Funcionário Setor Privado";5;"ES";"Sudeste"
19;"Ensino Médio Completo";11;"Solteiro";"Negro";"Feminino";3877;"Funcionário Setor Privado";0;"RJ";"Sudeste"
21;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"SP";"Sudeste"
56;"Ensino Médio Incompleto";7;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";1;"PR";"Sul"
35;"Ensino Médio Incompleto";8;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"SC";"Sul"
37;"Ensino Médio Completo";10;"Divorciado";"Indígena";"Feminino";3851;"Funcionário Público";0;"RS";"Sul"
41;"Doutorado";16;"Divorciado";"Branco";"Feminino";12528;"Funcionário Setor Privado";3;"MS";"Centro-Oeste"
30;"Ensino Médio Incompleto";7;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"MT";"Centro-Oeste"
35;"Doutorado";16;"Casado";"Branco";"Feminino";13617;"Funcionário Setor Privado";3;"GO";"Centro-Oeste"
47;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2151;"Funcionário Setor Privado";3;"DF";"Centro-Oeste"
59;"Ensino Fundamental Completo";6;"Viúvo";"Branco";"Feminino";1466;"MEI";3;"RO";"Norte"
55;"Ensino Médio Incompleto";7;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"AC";"Norte"
22;"Ensino Médio Completo";11;"Solteiro";"Pardo";"Masculino";2640;"Não Informado";0;"AM";"Norte"
31;"Ensino Fundamental Completo";6;"Solteiro";"Negro";"Feminino";1100;"Funcionário Setor Privado";2;"RR";"Norte"
30;"Mestrado";14;"Casado";"Branco";"Masculino";10418;"Funcionário Setor Privado";2;"PA";"Norte"
24;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";2784;"Funcionário Setor Privado";1;"AP";"Norte"
49;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2919;"Autônomo";5;"TO";"Norte"
23;"Ensino Fundamental Incompleto";4;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"MA";"Nordeste"
50;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";2;"PI";"Nordeste"
38;"Ensino Médio Completo";13;"Solteiro";"Negro";"Masculino";2484;"Funcionário Setor Privado";5;"CE";"Nordeste"
20;"Ensino Médio Completo";10;"Solteiro";"Pardo";"Feminino";3906;"Autônomo";1;"RN";"Nordeste"
49;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2300;"Autônomo";4;"PB";"Nordeste"
45;"Ensino Médio Incompleto";9;"Viúvo";"Pardo";"Feminino";1100;"Funcionário Setor Privado";0;"PE";"Nordeste"
46;"Ensino Médio Completo";13;"Casado";"Pardo";"Masculino";4550;"Funcionário Público";3;"AL";"Nordeste"
